許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第050241號","克免栓膜衣錠75毫克","Clotinil F.C. Tablets 75mg","圓形","","粉","","無","9","75","","https://mcp.fda.gov.tw/insert/shapeImg/af5a360d-3c6a-495b-a293-6af661843656?c=o"
"衛署藥製字第050254號","“瑪科隆”利舒壓 錠0.5毫克","Rixia Tablets 0.5mg“MACRO”(Metolazone)","四邊形","","白","","直線","6","RP","","https://mcp.fda.gov.tw/insert/shapeImg/971b7986-ed0d-4cd0-9f16-d92f80851f0b?c=o"
"衛署藥製字第050261號","“大豐”抒疼錠","“T.F.”Su-Ton Tablets","圓形","","白","","直線","13","TA FONG 101","","https://mcp.fda.gov.tw/insert/shapeImg/f6b9b162-560e-4e9d-a576-db10fdaa964d?c=o"
"衛署藥製字第050273號","喜復憶膜衣錠 10 毫克","Demenzil F.C. Tablets 10mg","圓形","","黃","","直線","8","002","","https://mcp.fda.gov.tw/insert/shapeImg/2af12a4c-4152-4b1b-b60a-be46c8e8c1ec?c=o"
"衛署藥製字第050340號","“元宙”碳酸氫鈉錠0.6公克","Sodium Bicarbonate Tablets 0.6 Gm“Y.C.”","橢圓形","","白","","無","15","N A","","https://mcp.fda.gov.tw/insert/shapeImg/cb30ffb2-3a2f-4b34-8eb2-294e2a211806_img_1?c=o"
"衛署藥製字第050423號","脈化寧 錠 2.5 毫克","Mafarin Tablets 2.5 mg","圓形","","橘","","直線","9","MF 2 1 2","","https://mcp.fda.gov.tw/insert/shapeImg/e36aee0d-fc65-406e-98f1-b808d1167061?c=o"
"衛署藥製字第050769號","泌樂可持續性藥效錠 30 毫克","Glicron MR Tablets 30 mg","四邊形","","白","","無","10.0","CCP","C86","https://mcp.fda.gov.tw/insert/shapeImg/6f340d18-0184-4e4a-bc8a-97a183b0def9?c=o"
"衛署藥製字第050771號","懷適樂顆粒","HEIGHT URSO GRANULES","顆粒劑、粉劑或散劑","","棕;;;黃","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/c2db665f-df47-43a1-b466-058f157aaa1c_img_1?c=o"
"衛署藥製字第050866號","喜妥善膠囊 250 毫克","Mycocep Capsules 250mg","膠囊","","藍;;;棕","","無","18.8","GBL","001","https://mcp.fda.gov.tw/insert/shapeImg/b9e9dbda-d35c-4a94-a9b0-7b5cbc618f16?c=o"
"衛署藥製字第050874號","“井田”揮敏膜衣錠 60 毫克","Fe Min Film Coated Tablets 60mg “Chinteng”","橢圓形","","粉","","直線","12","H60","","https://mcp.fda.gov.tw/insert/shapeImg/15c77486-0517-4cf6-9896-3ad0bd08df33?c=o"
"衛署藥製字第050876號","達普頌錠劑 100 毫克","Exdapsone Tablets 100 mg","圓形","","白","","直線","6.6","EX 26","","https://mcp.fda.gov.tw/insert/shapeImg/8e355bd4-309b-4b3c-96d2-96287967ae9e?c=o"
"衛署藥製字第051027號","喜關 膠囊500毫克","Xizuam Capsules 500mg","膠囊","","紅;;;白","","無","22","","XIC","https://mcp.fda.gov.tw/insert/shapeImg/03ed6262-16e8-4f84-a0a7-e3d777fe87c7?c=o"
"衛署藥製字第051029號","欣泰 錠 10 毫克","Syntace Tablets 10 mg","雙圓形","","白","","直線","7.2","S Y","1 1","https://mcp.fda.gov.tw/insert/shapeImg/aa53f27c-78b6-4d9f-a6f0-123fc1955485?c=o"
"衛署藥製字第051192號","“十全”憂利安錠 200 毫克","Mupod Tablets 200 mg“S.C.”","圓形","","白","","直線","","SCA12","","https://mcp.fda.gov.tw/insert/shapeImg/e3d73a41-ff56-49c8-b18f-9b86850d2a54?c=o"
"衛署藥製字第051198號","“育新”服舒清膜衣錠 250 毫克","Fusodate F.C. Tablet 250mg “Yuhsin”","四邊形","","白","","直線","15","","","https://mcp.fda.gov.tw/insert/shapeImg/601362fd-1962-4e0a-b297-a33d6a728155?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/884bd9e0-3e47-4644-bdb8-d7db00a85494?c=o"
"衛署藥製字第051386號","普拿疼伏冒治咳膜衣錠","Panadol Cold and Flu Cough F.C. Caplets","橢圓形","","橘","","無","17","H1","","https://mcp.fda.gov.tw/insert/shapeImg/73a2e620-e542-4be4-b6c6-3161fb8f3b68?c=o"
"衛署藥製字第051389號","寧暈錠 16 毫克","Nodizy Tablets 16 mg","圓形","","白","","直線","9","AX 013","","https://mcp.fda.gov.tw/insert/shapeImg/81dad66f-ebde-4a50-b49b-954a08d826d1_img_1?c=o"
"衛署藥製字第051522號","礙沙凝膠","Esarin Gel","其他","","透明","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/2b98440f-da0a-47a1-aac0-5ee434e6146f?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e6fb7639-24ba-4738-b93f-860e6ea2e454?c=o"
"衛署藥製字第051523號","抹脂錠 40 毫克","Maxatin Tablets 40 mg","橢圓形","","黃","","直線","15","M A","4 0","https://mcp.fda.gov.tw/insert/shapeImg/7116b17d-5906-46e1-b18c-8ceab04fa144?c=o"
"衛署藥製字第051524號","康立定 膠囊 100 毫克","Carbatin Capsules 100 mg","膠囊","","白;;;白","","無","16","NKP 503","","https://mcp.fda.gov.tw/insert/shapeImg/ccd0d06d-6954-4c90-8057-2e28e224f61e?c=o"
"衛署藥製字第051718號","內貝思膜衣錠 10 毫克","Nepes F.C. Tablets 10mg","圓形","","黃","","無","9","FR","10","https://mcp.fda.gov.tw/insert/shapeImg/97b770af-b682-458c-ab21-9d2768119193?c=o"
"衛署藥製字第051728號","“瑞安”克憂寧膜衣錠50毫克","“Purzer” Purtraline Film Coated Tablet 50mg","四邊形","","白","","直線","10.4","S 02","","https://mcp.fda.gov.tw/insert/shapeImg/64f1ee5d-c2f0-47eb-9e71-be304279e492?c=o"
"衛署藥製字第051732號","降脂妥膜衣錠40毫克","Atorin F.C. Tablets 40mg","橢圓形","","白","","直線","16","G L","8 7","https://mcp.fda.gov.tw/insert/shapeImg/d3340960-a3ac-4b84-b45a-53d0a5ca7d9d?c=o"
"衛署藥製字第052113號","輔醣穩錠 4毫克","DonGlu Tablets 4mg","雙圓形","","藍","","直線","10","A X","062 062","https://mcp.fda.gov.tw/insert/shapeImg/ffc0246d-019a-4304-9b43-142d6ffc0805_img_1?c=o"
"衛署藥製字第052301號","“大豐”安利脂膜衣錠40毫克","Lipiminus F.C Tablets 40mg","橢圓形","","白","","無","16","TF 501","40","https://mcp.fda.gov.tw/insert/shapeImg/c822d227-6986-4111-ae31-0d89c98d1bd2?c=o"
"衛署藥製字第052305號","“培力”愉婷錠1.5毫克","Safe Plan Tablets 1.5mg“P.L.”","圓形","","白","","無","7","PL","T47","https://mcp.fda.gov.tw/insert/shapeImg/06f9d60b-7adc-4ecb-a964-350f583ac79e?c=o"
"衛署藥製字第052308號","“信東”日理得錠1毫克","Reglide Tablets 1 mg","圓形","","黃","","無","6","ST 113","","https://mcp.fda.gov.tw/insert/shapeImg/f3edd2a5-6ab1-4dc2-882e-abbefc1c4502?c=o"
"衛署藥製字第052337號","快如妥錠10毫克","Glufast tablet 10mg","四邊形","","白","","無","10","e","06 06","https://mcp.fda.gov.tw/insert/shapeImg/6919c0bb-1924-45cd-8490-883c32b29a30?c=o"
"衛署藥製字第052345號","“十全”倍利肝膠囊","Silymarin Capsules“S.C.”","膠囊","","紅","","無","","SC S13","","https://mcp.fda.gov.tw/insert/shapeImg/32de142b-1246-4f32-b2cc-b6459ee75d52?c=o"
"衛署藥製字第052354號","好克敏膜衣錠5毫克","Neocetin F.C Tablets 5mg","橢圓形","","白","","無","8","NK","486","https://mcp.fda.gov.tw/insert/shapeImg/19b7595d-6c67-42e1-ac1d-ed6532dbdc17?c=o"
"衛署藥製字第052357號","痛能錠400毫克","Tolax Tablets 400mg","橢圓形","","粉","","直線","16","MEIDER","","https://mcp.fda.gov.tw/insert/shapeImg/b80a51bd-bd3e-4748-94ec-be170d48ebb0?c=o"
"衛署藥製字第052428號","“衛達”抑血凝糖衣錠 10 毫克","Acerine S.C. Tablets 10 mg“Weidar”","圓形","","白","","無","6.0","","","https://mcp.fda.gov.tw/insert/shapeImg/4a9fe8c5-f72b-406f-b88b-27a265b839a6?c=o"
"衛署藥製字第052436號","“井田”諾莎特膜衣錠100毫克","LOSATER F.C. Tablets 100mg“Chinteng”","水滴形","","白","","直線","12","C21","","https://mcp.fda.gov.tw/insert/shapeImg/2d5c0041-0a90-4e75-ae1b-dba67c2e4080?c=o"
"衛署藥製字第052475號","“杏輝”炎立舒泰鎮痛膠囊 200 毫克","Etodolac Capsules 200mg“Sinphar”","膠囊","","灰;;;灰","","無","23","","","https://mcp.fda.gov.tw/insert/shapeImg/dcc57ad8-9dc9-4e59-ab95-7fd83e2d02f6_img_1?c=o"
"衛署藥製字第052479號","可治脂膜衣錠 40 毫克","KEZHI Film Coated Tablets 40mg","橢圓形","","橘","","直線","14","CTP C24","","https://mcp.fda.gov.tw/insert/shapeImg/18c689e1-823d-4fd2-846e-b5a3ac1711c1_img_1?c=o"
"衛署藥製字第052481號","“華興”安可伏膠囊","An-Cough Capsules“H.S.”","膠囊","","綠;;;白","","無","21","","HSC5","https://mcp.fda.gov.tw/insert/shapeImg/6a4f0545-9ccb-4265-9d48-6dfeed4da9b8_img_1?c=o"
"衛署藥製字第052520號","“羅得”得優錠 10 毫克","DU.Q Tablets 10mg“ROOT”","八邊形","","白","","直線","12","DU 961","Root","https://mcp.fda.gov.tw/insert/shapeImg/7cf1f1e4-7f37-4ce0-a32e-033c4d24db61?c=o"
"衛署藥製字第052522號","〝元宙〞康達通膜衣錠","Canafi F.C. Tablets“Y.C.”","圓形","","粉","","直線","9","75","","https://mcp.fda.gov.tw/insert/shapeImg/53fcb628-6d91-4c14-b893-0470a1339416_img_1?c=o"
"衛署藥製字第052530號","降脂妥膜衣錠 20 毫克","Atorin F.C. Tablets 20mg","橢圓形","","白","","直線","12","G L","099","https://mcp.fda.gov.tw/insert/shapeImg/14e90800-991a-4682-b0cf-c26cfa201137?c=o"
"衛署藥製字第052531號","摩舒益多膠囊","MoProbi-LR Capsules","膠囊","","白;;;白","","無","19","","LR","https://mcp.fda.gov.tw/insert/shapeImg/803de416-fbeb-44fa-825f-a3b332e3d01d?c=o"
"衛署藥製字第052532號","“杏輝”杏止敏膜衣錠 10 毫克","Cetirizine F.C. Tablets 10mg“Sinphar”","橢圓形","","白","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/26b41a64-16a8-45b1-a7b7-a570e83a9b3b_img_1?c=o"
"衛署藥製字第052533號","除痰嗽持續性藥效錠 75 毫克","CHUTAN SR Tablets 75mg","圓形","","白","","無","9","CT GMP","","https://mcp.fda.gov.tw/insert/shapeImg/a2903f30-61c2-423e-802e-7ae6634f05b7_img_1?c=o"
"衛署藥製字第052537號","“聯邦”羅莎疼錠 5 毫克","Rizatan tablet 5mg“Union”","橢圓形","","白","","無","9.6","UN","488","https://mcp.fda.gov.tw/insert/shapeImg/16775101-aefa-4952-9901-a70721fecc60?c=o"
"衛署藥製字第052554號","安寶寧錠 0.5 毫克","Alpragin Tablets 0.5 mg","橢圓形;;;橢圓形","","白;;;粉","","無;;;無","7.6;;;7.6","PBF;;;PBF","2006;;;2006","https://mcp.fda.gov.tw/insert/shapeImg/2d34e120-eac1-49d9-a131-e8a6ccd1e169?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/a4305590-81d5-474d-bc0e-e82e02ec95a3?c=o"
"衛署藥製字第052557號","旅暈錠","Luyun Tablets","圓形","","白","","直線","11","CT","","https://mcp.fda.gov.tw/insert/shapeImg/08eaccf2-aef2-4e15-a6b7-ea992929c734?c=o"
"衛署藥製字第052559號","脈化寧 錠 1 毫克","Mafarin Tablets 1mg","圓形","","黃","","直線","9","MF 1","","https://mcp.fda.gov.tw/insert/shapeImg/6dc86b4c-10bf-48f4-bbf1-cf546788b099?c=o"
"衛署藥製字第052581號","“永勝”降樂脂錠 40 毫克","Joinlo Tablets 40mg“EVEREST”","橢圓形","","黃","","直線","14","E P","","https://mcp.fda.gov.tw/insert/shapeImg/4a8a30ac-3db7-4b68-8c56-81cd174ef539?c=o"
"衛署藥製字第052588號","""華興""立敏諾膜衣錠 5 毫克","Limino F.C. Tablets 5 mg“H.S.”","橢圓形","","黃","","直線","9","S H","L5","https://mcp.fda.gov.tw/insert/shapeImg/7d718454-d9f6-47b1-977c-a981c7ec0213_img_1?c=o"
"衛署藥製字第052594號","“大裕”消炎止痛膜衣錠 200 毫克","Ibuton F.C. Tablets 200mg (Ibuprofen)“Daiyu”","橢圓形","","橘","","無","17","PRO200","","https://mcp.fda.gov.tw/insert/shapeImg/0235fbec-0e7c-4072-ad0c-c20ebd496b6d?c=o"
"衛署藥製字第052595號","氟齒美含氟錠 0.25 毫克","Fubao Tablets 0.25mg","圓形","","粉","","直線","6","","","https://mcp.fda.gov.tw/insert/shapeImg/56ed6823-7366-4e48-b414-39ec50cd00b8_img_1?c=o"
"衛署藥製字第052614號","“衛達”樂壓平膜衣錠 50 毫克","Losapin F.C. Tablets 50mg“Weidar”","橢圓形","","白","","直線","9.7","","","https://mcp.fda.gov.tw/insert/shapeImg/13574ab9-2931-4ac3-8c5d-01d2504f7cdf?c=o"
"衛署藥製字第052615號","""培力""雷弗欣膜衣錠100毫克","Levocin F.C. Tablets 100mg""P.L.""","橢圓形","","黃","","直線","10","P L","T43","https://mcp.fda.gov.tw/insert/shapeImg/f1059d99-b879-40e4-b731-5e713eb10f90?c=o"
"衛署藥製字第052616號","樂壓穩膜衣錠 4 毫克","Luxtab F.C. Tablets 4 mg (Lacidipine)","橢圓形","","白","","直線","12.8","L 4","D G","https://mcp.fda.gov.tw/insert/shapeImg/48360e18-e47d-48c4-87ca-fd881663f015?c=o"
"衛署藥製字第052617號","納得復膜衣錠 5 毫克","Nodoff F.C. Tablets 5mg","圓形","","白","","無","8","SW NOF","","https://mcp.fda.gov.tw/insert/shapeImg/ceaeac2e-841a-4e1e-8bc2-cfd503489d82?c=o"
"衛署藥製字第054967號","“培力”抑脂妥膜衣錠 40 毫克","Atover F.C. Tablets 40 mg“P.L.”","橢圓形","","白","","無","15","PEILI","T40","https://mcp.fda.gov.tw/insert/shapeImg/4657e60a-b36f-4059-98b6-e243b544558a?c=o"
"衛署藥製字第054977號","必博寧持續性藥效錠 150 毫克","Buporin Sustained-Release Tablets 150MG","圓形","","紫","","無","11","B02","","https://mcp.fda.gov.tw/insert/shapeImg/1980752e-f2d6-4427-9942-0029e9926e67?c=o"
"衛署藥製字第054979號","“華興”幽立息膜衣錠 500 毫克","Ulicin F.C. Tablets 500mg“H.S.”","橢圓形","","黃","","直線","19","H S","CL500","https://mcp.fda.gov.tw/insert/shapeImg/2ff1a492-558e-4677-a3cf-d30fc3257654?c=o"
"衛署藥製字第055002號","青春美人油切膠囊120 毫克","Beauty Young Ocut Capsules 120mg","膠囊","","藍;;;藍","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/aefdf0ac-8981-4368-a0fb-dc4051778970?c=o"
"衛署藥製字第055005號","“瑪科隆”復維樂持續性藥效錠 150 毫克","Prewell Sustained-Release Tablets 150mg“Macro”","圓形","","紫","","無","11","","","https://mcp.fda.gov.tw/insert/shapeImg/13760e57-ed0f-43b8-bc84-60e03a00a8cf?c=o"
"衛署藥製字第055012號","“信東”舒解憂口溶錠 30 毫克","Sinmaron O.D. Tablets 30mg","圓形","","白","","無","13","ST 111","","https://mcp.fda.gov.tw/insert/shapeImg/a8b64849-0a9a-473d-886c-d968012833d4?c=o"
"衛署藥製字第055019號","""正和""夜安穩膠囊 50 毫克","Yamin Capsules 50mg ""C.H.""","膠囊","","橘;;;透明","","無","21","","","https://mcp.fda.gov.tw/insert/shapeImg/01104a2f-a6c3-4adb-a845-b453dbb53a1c?c=o"
"衛署藥製字第055026號","固宜通膜衣錠 75 毫克","Clopidogrel F.C. Tablets 75 mg“C.Y.H.”","圓形","","粉","","無","8.6","CCP 153","","https://mcp.fda.gov.tw/insert/shapeImg/7193b723-4835-40e0-8ea3-32b54ee9a333?c=o"
"衛署藥製字第055028號","爾壓順 膜衣錠 150 毫克","Irbetan F.C. Tablets 150 mg","橢圓形","","白","","無","11.2","SYN","","https://mcp.fda.gov.tw/insert/shapeImg/fe7ef041-2995-4877-8c57-164790ab0b9a?c=o"
"衛署藥製字第055033號","依普炎鎮痛顆粒","IPU Granules","顆粒劑、粉劑或散劑","","粉","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/cccd89df-6521-4e08-b28e-807ec93148b8_img_1?c=o"
"衛署藥製字第055054號","釋磷美 膜衣錠 400 毫克","Dephos F.C. Tablets 400mg","圓形","","黃","","無","12","AX 080","","https://mcp.fda.gov.tw/insert/shapeImg/325a9e4d-e108-4429-8a03-21b6f22c47bf_img_1?c=o"
"衛署藥製字第055104號","“瑪科隆”暢血腸溶膜衣錠 81 毫克","Un-impede E.F.C. Tablets 81mg“MACRO”","圓形","","橘","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/0ea4822f-4a2d-4a94-bc25-e9a878d61920?c=o"
"衛署藥製字第055109號","腦寶內服溶液用顆粒劑 2400 毫克","Noopol Granules For Oral Solution 2400mg","顆粒劑、粉劑或散劑","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/dc4a89e7-b8ec-491b-bb15-56ff7da9200e_img_1?c=o"
"衛署藥製字第055118號","優列扶膠囊 4 毫克","Urief Capsules 4 mg","膠囊","","白;;;白","","無","15","URIEF 4","SYN","https://mcp.fda.gov.tw/insert/shapeImg/6bd85370-dc16-4647-bd46-f795700b2eb5?c=o"
"衛署藥製字第055225號","痢舒能膠囊","TESMIN DIARRHEA CAPSULES","膠囊","","黃;;;黃","","無","18","","","https://mcp.fda.gov.tw/insert/shapeImg/e3e7050c-91c5-4118-aad9-59b934243af3?c=o"
"衛署藥製字第055227號","艾安錠 10 毫克","Ariple Tablets 10mg","四邊形","","粉","","無","9","AX055 10","","https://mcp.fda.gov.tw/insert/shapeImg/276557fe-90b8-4d93-b6db-4e22b189ab21_img_1?c=o"
"衛署藥製字第055232號","“永勝”克多痛腸溶微粒膠囊 10 毫克","Keten E.M.C. 10mg“EVEREST”","膠囊","","藍;;;藍","","無","14","EEP KTCp","","https://mcp.fda.gov.tw/insert/shapeImg/35f69315-dafa-46bd-8707-33e2b790e5de?c=o"
"衛署藥製字第055252號","樂閒 內服液劑 100 毫克/毫升","Levim Oral Solution 100 mg/ml","液劑(包含糖漿用粉劑)","","透明","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/0694a87b-438f-4e85-933d-1d4a8a2560da?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/507db46d-7616-417d-b666-e744776e59b6?c=o"
"衛署藥製字第055253號","維達寧膜衣錠","HIVITAMINEN 1‧6‧12 PLUS","圓形","","黃","","無","10","","","https://mcp.fda.gov.tw/insert/shapeImg/9cf397ee-c50b-45a4-8e99-2c2147595434_img_1?c=o"
"衛署藥製字第055263號","腦力勁內服溶液用顆粒劑 1200 毫克","Ceregent Granules for oral solution 1200mg","顆粒劑、粉劑或散劑","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/8cecee01-a73e-45f1-80e5-4e917a741510_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/d947f85c-9f15-4d1a-a86c-581044132447?c=o"
"衛署藥製字第055283號","力癲平膜衣錠 500 毫克","Letampin F.C. Tablets 500mg","橢圓形","","黃","","無","19","SW500","","https://mcp.fda.gov.tw/insert/shapeImg/e2a19150-01fe-4604-b9e9-595be70ca377?c=o"
"衛署藥製字第055284號","必替憂持續藥效錠 150 毫克","Bupopin SR Tablets 150 mg","圓形","","紫","","無","11","UC 71","","https://mcp.fda.gov.tw/insert/shapeImg/00cea688-91a1-41ab-a16b-5ca6073ae28d?c=o"
"衛署藥製字第055293號","“汎生”芽固康牙科用軟膏 2%","Yakucan Dental Ointment 2%“Panbiotic”","其他","","黃","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/7c2ad9b9-0f7a-4919-a2c1-4d6163714a40?c=o"
"衛署藥製字第055294號","富利瀉內服液","Fulisay Oral Solution","液劑(包含糖漿用粉劑)","","透明","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/4a286bbb-e46c-4536-b596-6eebdf7b2525_img_1?c=o"
"衛署藥製字第055296號","樂適坦膜衣錠 50 毫克","Lostan F.C. Tablets 50mg","橢圓形","","白","","直線","10.4","L1 5","SYN","https://mcp.fda.gov.tw/insert/shapeImg/631d324c-d878-406b-8fb9-d83d983f6c63?c=o"
"衛署藥製字第055408號","特洛定膜衣錠 2 毫克","Terodine F.C. Tablets 2 mg","圓形","","白","","無","6","SYN","TOL","https://mcp.fda.gov.tw/insert/shapeImg/3ccac203-2345-4112-ad42-0b33e08ca186?c=o"
"衛署藥製字第055414號","""黃氏""疏便腸溶膜衣錠","EXLAX E.C. Tablets“H.S.”","圓形","","橘","","無","8","E","","https://mcp.fda.gov.tw/insert/shapeImg/7e03de31-7c90-444f-8a1d-91e25aefa776?c=o"
"衛署藥製字第055417號","悅康持續藥效膠囊 37.5 毫克","Easyfor SR Capsules 37.5mg","膠囊","","灰;;;粉","","無","17","N K P 525","","https://mcp.fda.gov.tw/insert/shapeImg/6a3d3fbb-c0d6-4d44-a3a3-d3337f254fc9?c=o"
"衛署藥製字第055418號","顫紓寧錠劑 250 毫克","Tremsolin Tablets 250 mg","圓形","","白","","十字","9.1","EX 29","","https://mcp.fda.gov.tw/insert/shapeImg/8fd933da-621d-425e-aca3-256178867e00?c=o"
"衛署藥製字第055420號","得百利寧加強膜衣錠","Depyretin Extra F.C. Tablets","四邊形","","白","","無","19.5","VPC","868","https://mcp.fda.gov.tw/insert/shapeImg/fd7892e2-9951-4148-a513-8e35ba9dc648?c=o"
"衛署藥製字第055426號","“永勝”服敏優膜衣錠 5 毫克","Minlo F.C. Tablets 5mg“EVEREST”","橢圓形","","白","","無","8","","","https://mcp.fda.gov.tw/insert/shapeImg/f60c4ca2-ff1d-4669-abad-6eea815a066e?c=o"
"衛署藥製字第055428號","保絡得膜衣錠 75 毫克","Progrel F.C. Tablets 75 mg","圓形","","粉","","無","8.5","75","","https://mcp.fda.gov.tw/insert/shapeImg/a2372067-993c-498e-b607-cbebfc7afc3d?c=o"
"衛署藥製字第055530號","佳能憶膜衣錠 8 毫克","Gatamine F.C. Tablets 8mg","圓形","","粉","","無","7","SW","8","https://mcp.fda.gov.tw/insert/shapeImg/72efe114-502b-4b16-a6e1-d2921fca1a46?c=o"
"衛署藥製字第055534號","倍得舒持續性藥效膜衣錠 150 毫克","Betetrim S.R. film-coated tablets 150mg","圓形","","紫","","無","11","B47","","https://mcp.fda.gov.tw/insert/shapeImg/eae4d503-0cad-4e3a-8b89-3f7c200896e2?c=o"
"衛署藥製字第055540號","樂壓定 膜衣錠 6 毫克","Lesyn F.C. Tablets 6 mg","橢圓形","","白","","直線","14","L 6","SYN","https://mcp.fda.gov.tw/insert/shapeImg/82ee1712-d874-4542-b3e3-364bf99748cb?c=o"
"衛署藥製字第055544號","立安達錠 15 毫克","Arika Tablets 15mg","圓形","","黃","","十字","8","AX059 15","","https://mcp.fda.gov.tw/insert/shapeImg/37a8b829-cb8b-4dbd-ad76-a43a3f07a925_img_1?c=o"
